"phygad_aclfla" "phygad_ampsp1" "phygad_batcla" "phygad_certae" "phygad_chapro" "phygad_cresp4" "phygad_enclae" "phygad_glypro" "phygad_locpim" "phygad_masaci" "phygad_medaff" "phygad_megluc" "phygad_ortsp3" "phygad_physub" "phygad_plamon" "phygad_pollam" "phygad_stibro" "phygad_sulsp2" "phygad_themic" "phygad_tripim" "phygad_trofal" "phygad_xipsp1" "phygad_isacor" "phygad_isagal" "phygad_isalon" "phygad_isamin" "phygad_isaini" "phygad_mastru" "phygad_micten" "phygad_neoden" "phygad_thanee" "phygad_zoolar" "meansp_fossil" "phygad_gracil" "phygad_oeccus" "phygad_plehun" "phygad_stigag" "phygad_uchmar" "phygad_chithy" "phygad_endsub" "phygad_eudsp." "phygad_gnoten" "phygad_hembip" "phygad_acrnig" "phygad_agaswe" "phygad_atrbic" "phygad_chithy" "phygad_dialav" "phygad_diccra" "phygad_ethsyr" "phygad_lysman" "phygad_meslae" "phygad_xenbit"
"phygad_trofal" 0.13286581113497 0.086291836476429 0.119336069400222 0.094555225614778 0.110390584714319 0.149569442242004 0.118292627666009 0.12694371996869 0.110715541536346 0.109087626320532 0.0786635186510958 0.0978861492457005 0.106465110900858 0.112201251313125 0.0977356706478072 0.185521798112608 0.152521749083205 0.0955616290632843 0.0967195188579904 0.120520190578922 0 0.0954609870242753 0.177557796182956 0.13924270082803 0.180078051303616 0.187053372359509 0.175348459945449 0.155578086205491 0.140675606948558 0.133835611281538 0.142414532461653 0.132778607863116 0.170215851841059 0.149643078670653 0.105622360091162 0.114817790367865 0.123731636736443 0.115159496637373 0.0917519518121794 0.0890325570939964 0.125205868305611 0.0975883593562132 0.150391844153831 0.117651025101582 0.121782116137349 0.119711863660301 0.0835490644479673 0.119081482622852 0.133839309452526 0.104224151554501 0.129484794955926 0.124112854173198 0.129519025634373
"phygad_xipsp1" 0.119629389260041 0.0700547789770145 0.120527079060737 0.0633718116873822 0.0790872658747772 0.112114154163127 0.083978180331596 0.102773234523116 0.0938390142672158 0.0791415626883208 0.0688089573256874 0.0564864506333854 0.073640888435869 0.0686087646535906 0.0587317943761935 0.148538932189768 0.114335355295941 0.0741015033652394 0.0814647187545947 0.113105747869107 0.0954609870242753 0 0.142442588308896 0.118967034166159 0.166004929933055 0.149197406350566 0.169670978818601 0.0918056383449685 0.119416524054377 0.135580409673816 0.112745167834006 0.0922229990301181 0.149944127174596 0.115697885851959 0.0715801809246694 0.072490236134942 0.0965987784341551 0.101972533894342 0.0915122775024607 0.0668174710380734 0.0846105203345405 0.0850530011080489 0.099010489465824 0.0896044877661119 0.0941857599784268 0.0886393098460218 0.0884962254257261 0.0963711877555996 0.112365136645722 0.0822776875830411 0.0893952802850328 0.101842785432968 0.10137873974102
"phygad_isacor" 0.161943379831203 0.161730829272683 0.207255620628428 0.168680830989717 0.1605865713373 0.179095635051066 0.145080053831694 0.151900150658345 0.100265946447876 0.141163206620427 0.158626253136719 0.14141460130634 0.165894704503839 0.156711879647695 0.157701462328171 0.151423318404855 0.183535643334241 0.142362311301648 0.166151194128298 0.191525014942877 0.177557796182956 0.142442588308896 0 0.148332696708348 0.16632855819254 0.13781925346122 0.165306483808398 0.13434536015326 0.14960110182981 0.160410612613844 0.166974822229451 0.131810809450751 0.176653593137339 0.116062717531406 0.176167519497738 0.174321035947225 0.16180236169862 0.164033440658777 0.188290857005748 0.131855562612424 0.146971050257904 0.164164489088181 0.115585052857688 0.172568954567219 0.177543925724507 0.179800511793991 0.177595400421468 0.157073563727742 0.168143289009321 0.132997896705067 0.150363145948265 0.191815976543435 0.129144662025862
"phygad_isagal" 0.127985696051749 0.140330336836086 0.170796425446215 0.134172478543512 0.0988196798917421 0.0955750671384538 0.116888346484074 0.133576976972246 0.102275210847258 0.121325164376899 0.143792067826609 0.123060028462033 0.13812826068244 0.112636126649934 0.114880827177832 0.113550481224875 0.115954750468177 0.0955014756488911 0.135292219941108 0.118709101889644 0.13924270082803 0.118967034166159 0.148332696708348 0 0.0948352018181897 0.101468124852926 0.10038967633855 0.119925920741222 0.115375940267019 0.14756353826688 0.123635611543606 0.0934868319720153 0.163693735308822 0.142685117376573 0.149003502720357 0.117591663654941 0.121186246242845 0.153563227285696 0.162936077608524 0.118169969104291 0.112166647594632 0.112254132909013 0.117475957077929 0.150127735737938 0.128059506747947 0.153505619879128 0.155587579567409 0.109895911580844 0.121868383004283 0.111572486408802 0.107064604936136 0.153871538112529 0.129384626752035
"phygad_isalon" 0.154769907188414 0.173817717137958 0.211372923508806 0.174761409520212 0.131758696000235 0.119409163653192 0.158196227226699 0.178374353521917 0.137434907281684 0.171153054771585 0.1833265909243 0.162986270382325 0.17543822076389 0.15337844099886 0.16743095897543 0.131815636584333 0.136399795217143 0.147183786849306 0.17533579237489 0.169131594914481 0.180078051303616 0.166004929933055 0.16632855819254 0.0948352018181897 0 0.112268617239941 0.110495763213063 0.154531580813038 0.152769347387318 0.186351876857158 0.16418699348317 0.133472397830883 0.192699819005626 0.180708548000527 0.190379274260349 0.157044712457805 0.147264010478901 0.198990440254515 0.203906554256563 0.163527482371403 0.151508933244299 0.154014137793168 0.13190914795558 0.198163840959487 0.157963508815454 0.183032824199108 0.200695006304931 0.165003615499669 0.144950099501334 0.137055482542049 0.14319585248424 0.174217264577043 0.152674247629519
"phygad_isamin" 0.148650954937145 0.169444077150434 0.197476188280112 0.165989889812352 0.136980430992653 0.118957679997394 0.148335859550712 0.168880030713171 0.130104539445631 0.165123185598805 0.178557355349488 0.155342331227705 0.168576477096544 0.151582985448924 0.146898588045984 0.119789029311574 0.144160301788492 0.146981898613485 0.162629198414179 0.157016065512414 0.187053372359509 0.149197406350566 0.13781925346122 0.101468124852926 0.112268617239941 0 0.150867888908855 0.128793887738284 0.142538548577572 0.177738160889558 0.167366882888075 0.115953263382663 0.191295824982638 0.166442955762819 0.173852120769108 0.154043340816203 0.144484429548022 0.18163622065967 0.207511710603131 0.145413240048823 0.14942923915021 0.155461835069518 0.110845670926215 0.178166506379742 0.143642963361164 0.169221298833881 0.196419638652973 0.15147503663164 0.162862048762907 0.146143136455259 0.14401595632008 0.17778231696617 0.143934140214871
"phygad_isaini" 0.169736855524986 0.184281531486371 0.212824415708849 0.172783988884009 0.141752787209876 0.15776203055406 0.147231377804205 0.169781816162277 0.139367431833738 0.162893945324977 0.176083430666429 0.155103234785311 0.178694505094006 0.152215727426158 0.172827415606401 0.12814166285071 0.153714309933993 0.126191330465294 0.173122399665523 0.166788266482111 0.175348459945449 0.169670978818601 0.165306483808398 0.10038967633855 0.110495763213063 0.150867888908855 0 0.169231229989949 0.130943846847748 0.153493737210705 0.136037079114513 0.130220775317063 0.161202325785965 0.154808815911237 0.196140079836828 0.165643479166716 0.145554127063207 0.174534821438981 0.196846175363084 0.165861777049078 0.150315979372729 0.147328233088188 0.159164343024995 0.186006181301324 0.178220119777239 0.191773176986747 0.193828562452551 0.149368330475163 0.134891311456094 0.140343252063862 0.135672128982525 0.186009353440717 0.162487295031234
"phygad_mastru" 0.127351082589524 0.124684723153479 0.167618596364192 0.10667195200649 0.0975681618708076 0.119311149340774 0.0987160501694125 0.134406499766692 0.116068588599769 0.119828231997102 0.129083765156144 0.0936420999130531 0.118352470989174 0.0996588638116129 0.105857863031433 0.120096457791034 0.118411216109078 0.102750523188366 0.12455182188782 0.131343464552382 0.155578086205491 0.0918056383449685 0.13434536015326 0.119925920741222 0.154531580813038 0.128793887738284 0.169231229989949 0 0.125012507392305 0.15468842624718 0.102828867331041 0.0966701992521881 0.149793265864357 0.108418143418095 0.1172411940772 0.0971656780141501 0.110165306437165 0.139907251748724 0.146459216855781 0.107056741985147 0.10147585143587 0.11650708422142 0.0970163868565659 0.110786245689828 0.101336463018395 0.128630267390578 0.140453945221869 0.107940116417467 0.130976079769456 0.116088420582545 0.0860260866914063 0.137488786250103 0.135340074136343
"phygad_micten" 0.133393968120211 0.130956621583895 0.137022832124804 0.105372956624704 0.102004066816845 0.137995726027846 0.0701120487050582 0.152338849025829 0.13602772696849 0.1365722475193 0.140505461307917 0.102549652323251 0.123238393870692 0.125942340197251 0.10563496117733 0.120713637710714 0.111197690236164 0.0899149175154186 0.109698577977335 0.106626745989259 0.140675606948558 0.119416524054377 0.14960110182981 0.115375940267019 0.152769347387318 0.142538548577572 0.130943846847748 0.125012507392305 0 0.104892273884597 0.103042033735474 0.065437115268765 0.131157192885793 0.129740022745236 0.12464088126571 0.11137626913899 0.0960138482443507 0.103100488975899 0.14650471325754 0.12021241603079 0.10656448250936 0.0965202271344449 0.143417479375188 0.0975682549756839 0.121053046769864 0.120591474003556 0.138262312563973 0.0810324596673182 0.148951085947466 0.114254727064114 0.103658813888265 0.133787306425941 0.121232795057428
"phygad_neoden" 0.139115907092812 0.140792509025881 0.142109931639658 0.133676868981637 0.14131946924613 0.172064924536722 0.120300079047681 0.166038053171782 0.147223393289316 0.152944215041629 0.150699982872064 0.128848283239143 0.144859505350483 0.148596675202324 0.139404198457222 0.166193413124577 0.163337611616546 0.115785827987226 0.120932160946006 0.127394727676007 0.133835611281538 0.135580409673816 0.160410612613844 0.14756353826688 0.186351876857158 0.177738160889558 0.153493737210705 0.15468842624718 0.104892273884597 0 0.128914837990568 0.108630746450214 0.155648786161435 0.14409305430075 0.14318611864968 0.150535613960832 0.129702961981407 0.117118819635812 0.141047105288605 0.131470566657991 0.145197527794136 0.108825122507663 0.174223921569387 0.130328031695177 0.145818863434376 0.143904186710084 0.135926661039759 0.120107342733695 0.175381864618683 0.138734322128618 0.148832592653993 0.148998450159131 0.14244281291604
"phygad_thanee" 0.118632184250448 0.129756983882711 0.167335139958048 0.100813665279126 0.088279468859682 0.139193162668963 0.081605629776508 0.128996233150097 0.136579570084662 0.122660792092108 0.125644898996933 0.0863031700176602 0.119329782289861 0.0933478962898527 0.119362116202634 0.108690961468548 0.104920350129871 0.0836587840262831 0.11494888528257 0.120600661897111 0.142414532461653 0.112745167834006 0.166974822229451 0.123635611543606 0.16418699348317 0.167366882888075 0.136037079114513 0.102828867331041 0.103042033735474 0.128914837990568 0 0.0988270751970779 0.11440243569582 0.0992609099321186 0.123783857158575 0.0902845059656517 0.0940902942094464 0.114356485083753 0.137440884987733 0.119797961107731 0.0944127444174216 0.09217710756369 0.134379613070164 0.0984474703945731 0.119979001644692 0.133341716547531 0.133854484930408 0.0808135356222638 0.108346756622092 0.112183016429096 0.0812058455468623 0.137922529793455 0.139088705727991
"phygad_zoolar" 0.119852925762454 0.110787836226043 0.125366816249671 0.0891647719218868 0.0797819028828109 0.101098700703165 0.0609232214549229 0.132298882809032 0.113040446663632 0.116604197990744 0.127897247931119 0.0868240986472291 0.0995239833219416 0.097386088742211 0.0838023622769005 0.110944096037932 0.0923589328032497 0.0803835363656261 0.0911291724767548 0.0993529008197701 0.132778607863116 0.0922229990301181 0.131810809450751 0.0934868319720153 0.133472397830883 0.115953263382663 0.130220775317063 0.0966701992521881 0.065437115268765 0.108630746450214 0.0988270751970779 0 0.136092665197984 0.120927208618181 0.103245409214524 0.0912071580208503 0.0798318800835235 0.092645966796138 0.130751326664005 0.1030254211319 0.0900851690611077 0.0755794999958081 0.10955798337768 0.0966622629523637 0.099158475258258 0.0962829001141142 0.124269085201259 0.0750517428975117 0.132191848352449 0.0926829029873563 0.088479000147258 0.107899540333963 0.0980984237032557
"meansp_fossil" 0.154103623763407 0.147090871048289 0.186938421809661 0.140606930989397 0.139114231219332 0.183506517432863 0.121374821336028 0.151289688226494 0.157662711241203 0.155945159498456 0.148952353342402 0.118344799411465 0.150428249646028 0.139336540534758 0.158983903219249 0.137789972177242 0.148610096053128 0.122204231397943 0.143025318242199 0.17542933839163 0.170215851841059 0.149944127174596 0.176653593137339 0.163693735308822 0.192699819005626 0.191295824982638 0.161202325785965 0.149793265864357 0.131157192885793 0.155648786161435 0.11440243569582 0.136092665197984 0 0.117267860582875 0.160947415180253 0.143660027843695 0.125518155407866 0.140358214434763 0.156136700008412 0.141158041269841 0.132129467236059 0.141700697122464 0.159601565207548 0.142531571880162 0.171932010516385 0.159851742560546 0.158680142357143 0.131842421802962 0.144418085912325 0.129151134024938 0.121260891925799 0.155896480477842 0.149151669734134
"phygad_gracil" 0.125759571795702 0.131693275359351 0.188469050533033 0.127719428199563 0.12107158926599 0.166951104358062 0.101384556721941 0.114971306326931 0.102365067190378 0.113086076810207 0.116597377907016 0.0913903595824684 0.136837543216733 0.114249405996943 0.135933655012919 0.116524344062814 0.147274265935637 0.0979517176868394 0.136569181241798 0.171029154032362 0.149643078670653 0.115697885851959 0.116062717531406 0.142685117376573 0.180708548000527 0.166442955762819 0.154808815911237 0.108418143418095 0.129740022745236 0.14409305430075 0.0992609099321186 0.120927208618181 0.117267860582875 0 0.147191239581082 0.128689063277652 0.122018179168892 0.128124019051913 0.143975812113907 0.109888627924578 0.100050642460688 0.13032622704841 0.109318480802174 0.127922193411133 0.157164479554044 0.154497105616638 0.13265698290334 0.111065897561251 0.118281628438789 0.101437047777559 0.0932334153086983 0.161587343312863 0.120235278624724
"phygad_oeccus" 0.136117708361379 0.072068371338438 0.0946772908737659 0.0557083712863517 0.090086049684031 0.117526395417038 0.0920557975525442 0.115367180206472 0.134333971548326 0.0937405852999225 0.0918405655870414 0.0723550728622259 0.0551186477763462 0.0776872635457684 0.0542388234252822 0.164469565500074 0.111390592679099 0.093113383387069 0.0597194899125774 0.0977186531914392 0.105622360091162 0.0715801809246694 0.176167519497738 0.149003502720357 0.190379274260349 0.173852120769108 0.196140079836828 0.1172411940772 0.12464088126571 0.14318611864968 0.123783857158575 0.103245409214524 0.160947415180253 0.147191239581082 0 0.0767247128445271 0.104545562972451 0.0871092276836852 0.099132897735434 0.0829156770736669 0.0968038815890102 0.0796788581351061 0.127330165790392 0.0727846648319574 0.0772953345397272 0.0593142031486612 0.0936363017652674 0.0970322292854124 0.136841074185627 0.105063455093081 0.11642352738995 0.0937829583452409 0.114603248898183
"phygad_plehun" 0.109950485246571 0.0867809048905029 0.124823320478795 0.0572013393805058 0.0461387909680236 0.0940332519574012 0.0695193665133849 0.118524165034169 0.12166880666928 0.101057962619427 0.0916860342876134 0.0651999924555991 0.0692116182454821 0.0660027294169065 0.0680295252567006 0.123728670621991 0.069274739256083 0.0792122738726947 0.0764066373383161 0.101992142478009 0.114817790367865 0.072490236134942 0.174321035947225 0.117591663654941 0.157044712457805 0.154043340816203 0.165643479166716 0.0971656780141501 0.11137626913899 0.150535613960832 0.0902845059656517 0.0912071580208503 0.143660027843695 0.128689063277652 0.0767247128445271 0 0.0685664132430151 0.101683346555329 0.112632702872184 0.091790056672528 0.0656078090595982 0.0732433869873382 0.106320623650709 0.0855864171540612 0.0796374787332618 0.0860261880037578 0.111090190856612 0.078457514799047 0.104855943152185 0.0867339202585814 0.0727955603585709 0.0973358153736632 0.110258895179744
"phygad_stigag" 0.100205918507051 0.0960738925754016 0.11751230007448 0.0770329087269994 0.0662523998403784 0.115692085309584 0.0656862822980101 0.13385613471028 0.124065024470812 0.129833036691737 0.102575801338513 0.0765549372944995 0.0947558392868681 0.0876636060788613 0.0961960727640498 0.113058982295417 0.0840334109795218 0.0889847992996982 0.0778610749205908 0.120070952013752 0.123731636736443 0.0965987784341551 0.16180236169862 0.121186246242845 0.147264010478901 0.144484429548022 0.145554127063207 0.110165306437165 0.0960138482443507 0.129702961981407 0.0940902942094464 0.0798318800835235 0.125518155407866 0.122018179168892 0.104545562972451 0.0685664132430151 0 0.0916918329439683 0.118031329818799 0.099027828355189 0.0833067256233725 0.0723171388164465 0.111182725176029 0.100945199442464 0.105248516164766 0.0883625917730207 0.118559050374951 0.0882857579518447 0.111466578786422 0.0828534758038931 0.073080068493576 0.0844392165863264 0.103187286637421
"phygad_uchmar" 0.136538714679964 0.105835981442455 0.102853480494241 0.0777451005989674 0.100852684291242 0.145583255547328 0.0719318952836122 0.135565104935784 0.132211181475478 0.118475228774864 0.106769505980969 0.0834199576544386 0.0843049258447587 0.104912206565854 0.0870537779584155 0.152507691140807 0.121465149925626 0.0935596704511224 0.0742657952394307 0.114972163045352 0.115159496637373 0.101972533894342 0.164033440658777 0.153563227285696 0.198990440254515 0.18163622065967 0.174534821438981 0.139907251748724 0.103100488975899 0.117118819635812 0.114356485083753 0.092645966796138 0.140358214434763 0.128124019051913 0.0871092276836852 0.101683346555329 0.0916918329439683 0 0.112407496233437 0.102726540386822 0.101272611263899 0.0743866053747268 0.141156807448987 0.0767428607387943 0.114432179169382 0.0814556234517887 0.104467079589309 0.0792342156116868 0.148491317493495 0.103205576915224 0.113239256573705 0.110832730612108 0.105238369246115
"phygad_chithy" 0.137260624855456 0.0727931530004396 0.105077213704166 0.0887996644467277 0.114158138969761 0.156401947168262 0.11043037627129 0.124305493318941 0.139687835620195 0.118436641119838 0.0907845964649117 0.0937629704724479 0.0988601890042796 0.109180340734378 0.103429545950511 0.18962908109518 0.146037585643029 0.102844541389769 0.0929521920052053 0.142878866371815 0.0917519518121794 0.0915122775024607 0.188290857005748 0.162936077608524 0.203906554256563 0.207511710603131 0.196846175363084 0.146459216855781 0.14650471325754 0.141047105288605 0.137440884987733 0.130751326664005 0.156136700008412 0.143975812113907 0.099132897735434 0.112632702872184 0.118031329818799 0.112407496233437 0 0.0997933471401653 0.121533563502212 0.0968083586237061 0.152550018713032 0.112166336840937 0.13392883397961 0.0979369371440876 0.0411460421646844 0.121759868888536 0.144120546995411 0.103193761673581 0.121082217736335 0.0915354493018959 0.127154003328197
"phygad_endsub" 0.107580853756263 0.0584111414823439 0.118533254676187 0.0835522189752188 0.0862984271439054 0.118827736870988 0.0919358923456466 0.0768020482124309 0.0804076436580162 0.0701311699375112 0.0695797758929364 0.0617550048149779 0.0790396678551917 0.0684020386247917 0.0714285575754783 0.136574213521328 0.12066594575312 0.0695053512173172 0.0769563068678575 0.117423322479497 0.0890325570939964 0.0668174710380734 0.131855562612424 0.118169969104291 0.163527482371403 0.145413240048823 0.165861777049078 0.107056741985147 0.12021241603079 0.131470566657991 0.119797961107731 0.1030254211319 0.141158041269841 0.109888627924578 0.0829156770736669 0.091790056672528 0.099027828355189 0.102726540386822 0.0997933471401653 0 0.084014853755097 0.0854310589149645 0.0985679261182762 0.0969924604610213 0.101908546945245 0.0946395219967043 0.0877889687491542 0.0925145788133009 0.110370970212379 0.0701708745326347 0.097939700358995 0.106828986411866 0.0855560303315437
"phygad_eudsp." 0.108122553044929 0.0903924310949679 0.139439677940357 0.0844333231760194 0.0579556588031553 0.10499774228296 0.06752947932607 0.097309088254531 0.0991371699104638 0.0815409558171201 0.098082596037312 0.0676475167850189 0.0817785901489781 0.0699450858795318 0.0822929031718715 0.0993585450037922 0.0746806833268441 0.0673830300141354 0.0893055012219021 0.124457528858856 0.125205868305611 0.0846105203345405 0.146971050257904 0.112166647594632 0.151508933244299 0.14942923915021 0.150315979372729 0.10147585143587 0.10656448250936 0.145197527794136 0.0944127444174216 0.0900851690611077 0.132129467236059 0.100050642460688 0.0968038815890102 0.0656078090595982 0.0833067256233725 0.101272611263899 0.121533563502212 0.084014853755097 0 0.0810171234569462 0.0861274320832967 0.0953077866003975 0.110119516582787 0.099359038440952 0.117788630884975 0.0725511038057842 0.0951326001140334 0.0622426366644832 0.0621167211129974 0.113074538807284 0.0828546440867432
"phygad_gnoten" 0.0987274583173509 0.0877239239465844 0.0922510061608036 0.0709807108720693 0.0656433699536101 0.0982187898185278 0.0676060880013525 0.117009168919429 0.118055032630363 0.105067584814772 0.101478371344937 0.0755360438231959 0.0734959706700261 0.0778238510836033 0.0692418573391426 0.131405379552722 0.0857110400400688 0.0709742760417287 0.0630220361981466 0.0832381215683891 0.0975883593562132 0.0850530011080489 0.164164489088181 0.112254132909013 0.154014137793168 0.155461835069518 0.147328233088188 0.11650708422142 0.0965202271344449 0.108825122507663 0.09217710756369 0.0755794999958081 0.141700697122464 0.13032622704841 0.0796788581351061 0.0732433869873382 0.0723171388164465 0.0743866053747268 0.0968083586237061 0.0854310589149645 0.0810171234569462 0 0.122933989287935 0.0833730980450596 0.0819856136222364 0.0740815382378176 0.0926795473496833 0.0645442070942814 0.122164460783502 0.0803502579636456 0.090538658719607 0.08569308253306 0.0979958969336917
"phygad_hembip" 0.117979047115759 0.112226289712124 0.175081872396649 0.119077376926757 0.0928927011817963 0.106497622365119 0.110200322774553 0.110748410529683 0.0832489552194857 0.102090073343611 0.11422861076377 0.0956090107221369 0.109731455126687 0.0939275218599646 0.110417124267364 0.107475547689396 0.110765276409121 0.107197915814599 0.120765641602112 0.158763679970361 0.150391844153831 0.099010489465824 0.115585052857688 0.117475957077929 0.13190914795558 0.110845670926215 0.159164343024995 0.0970163868565659 0.143417479375188 0.174223921569387 0.134379613070164 0.10955798337768 0.159601565207548 0.109318480802174 0.127330165790392 0.106320623650709 0.111182725176029 0.141156807448987 0.152550018713032 0.0985679261182762 0.0861274320832967 0.122933989287935 0 0.142269460587453 0.123115266677733 0.1263590767139 0.14670734314055 0.122865256255215 0.106654265046043 0.0819599663720401 0.095195671445062 0.137441439859144 0.0909566232370055
"phygad_acrnig" 0.12813260467911 0.098990364813246 0.114025666081081 0.0667730233124848 0.0945732869511491 0.140021984757075 0.0665755076562768 0.129261121586284 0.139146382948292 0.111281523220933 0.110328537624619 0.077605082908434 0.0884197319552244 0.0989981076192487 0.074117015590765 0.149345407159358 0.113068851704744 0.0824124168633669 0.0855298481690889 0.0904604926083079 0.117651025101582 0.0896044877661119 0.172568954567219 0.150127735737938 0.198163840959487 0.178166506379742 0.186006181301324 0.110786245689828 0.0975682549756839 0.130328031695177 0.0984474703945731 0.0966622629523637 0.142531571880162 0.127922193411133 0.0727846648319574 0.0855864171540612 0.100945199442464 0.0767428607387943 0.112166336840937 0.0969924604610213 0.0953077866003975 0.0833730980450596 0.142269460587453 0 0.0915639828681424 0.0853489802217779 0.103496862105532 0.0655167293399374 0.139884873857238 0.111917882206526 0.0986008523968615 0.115222342774159 0.128988185199668
"phygad_agaswe" 0.121330249345748 0.108591136515946 0.124339129015192 0.0850910137575566 0.0803653733420079 0.0853455046298847 0.100661413518908 0.139352081688774 0.133363650004376 0.116883458836132 0.119620692144084 0.0953964350362855 0.0820092805873897 0.0946011154458261 0.072879974247657 0.145757130033127 0.0963465541681005 0.101003897958903 0.0945181183335259 0.0710196585037962 0.121782116137349 0.0941857599784268 0.177543925724507 0.128059506747947 0.157963508815454 0.143642963361164 0.178220119777239 0.101336463018395 0.121053046769864 0.145818863434376 0.119979001644692 0.099158475258258 0.171932010516385 0.157164479554044 0.0772953345397272 0.0796374787332618 0.105248516164766 0.114432179169382 0.13392883397961 0.101908546945245 0.110119516582787 0.0819856136222364 0.123115266677733 0.0915639828681424 0 0.0866497210245248 0.12686487279853 0.0953526799368128 0.140408102737983 0.114253068760667 0.113729177931609 0.113087497404214 0.127381028926978
"phygad_atrbic" 0.130396148918476 0.0746349463961167 0.0790149332007924 0.0705220576720079 0.0853876485345891 0.113394677933035 0.0877920812842945 0.130287673980258 0.140024027047663 0.119426618788541 0.104970293297631 0.0833319860579726 0.0659208062369233 0.0905083470174322 0.0726798802262941 0.157287066524194 0.100047213480196 0.103398529711007 0.0691144726425365 0.113360218160787 0.119711863660301 0.0886393098460218 0.179800511793991 0.153505619879128 0.183032824199108 0.169221298833881 0.191773176986747 0.128630267390578 0.120591474003556 0.143904186710084 0.133341716547531 0.0962829001141142 0.159851742560546 0.154497105616638 0.0593142031486612 0.0860261880037578 0.0883625917730207 0.0814556234517887 0.0979369371440876 0.0946395219967043 0.099359038440952 0.0740815382378176 0.1263590767139 0.0853489802217779 0.0866497210245248 0 0.0954014531431687 0.100589288652918 0.141123935193072 0.0932081919802493 0.111070978570717 0.0574924195157609 0.0969245109753774
"phygad_chithy" 0.129673879723181 0.0751069266310672 0.100571857995115 0.0879085823063229 0.109777512476837 0.150907557955578 0.103801096383177 0.117344520542352 0.12894546245847 0.110819560059256 0.0864305522201044 0.0889995969952247 0.0998102019390488 0.105791910968386 0.0926868980919571 0.18015230212084 0.144645492823124 0.096878519470353 0.0940238523939653 0.135452064579235 0.0835490644479673 0.0884962254257261 0.177595400421468 0.155587579567409 0.200695006304931 0.196419638652973 0.193828562452551 0.140453945221869 0.138262312563973 0.135926661039759 0.133854484930408 0.124269085201259 0.158680142357143 0.13265698290334 0.0936363017652674 0.111090190856612 0.118559050374951 0.104467079589309 0.0411460421646844 0.0877889687491542 0.117788630884975 0.0926795473496833 0.14670734314055 0.103496862105532 0.12686487279853 0.0954014531431687 0 0.110440617668415 0.143250416132391 0.0995926255957297 0.117847667962303 0.0996149045539995 0.118306393860183
"phygad_dialav" 0.0992125571468676 0.106992764443149 0.126052538953951 0.0825275950607974 0.0729196085516876 0.111074773143628 0.051677286771727 0.116037841289724 0.116434327358257 0.101821144381291 0.116112340208123 0.0811171411659943 0.0920348935343948 0.0911793452098936 0.0727696830258649 0.111502266441003 0.0839364944649365 0.0644557953778884 0.0888634485777036 0.0832511465961197 0.119081482622852 0.0963711877555996 0.157073563727742 0.109895911580844 0.165003615499669 0.15147503663164 0.149368330475163 0.107940116417467 0.0810324596673182 0.120107342733695 0.0808135356222638 0.0750517428975117 0.131842421802962 0.111065897561251 0.0970322292854124 0.078457514799047 0.0882857579518447 0.0792342156116868 0.121759868888536 0.0925145788133009 0.0725511038057842 0.0645442070942814 0.122865256255215 0.0655167293399374 0.0953526799368128 0.100589288652918 0.110440617668415 0 0.127982357515425 0.092650477443066 0.080580839412407 0.122436472641949 0.104490694075275
"phygad_diccra" 0.134245098607093 0.115174712045706 0.181010286283377 0.121806192622474 0.0957811451454502 0.133869197313663 0.1198230112998 0.0994617070371624 0.11091283321091 0.0996105855720259 0.104171488499226 0.0925707115672736 0.123123369942968 0.0781030124345872 0.12879263246563 0.119634284664966 0.119843508756084 0.0944101002667242 0.130796259627129 0.156111349636513 0.133839309452526 0.112365136645722 0.168143289009321 0.121868383004283 0.144950099501334 0.162862048762907 0.134891311456094 0.130976079769456 0.148951085947466 0.175381864618683 0.108346756622092 0.132191848352449 0.144418085912325 0.118281628438789 0.136841074185627 0.104855943152185 0.111466578786422 0.148491317493495 0.144120546995411 0.110370970212379 0.0951326001140334 0.122164460783502 0.106654265046043 0.139884873857238 0.140408102737983 0.141123935193072 0.143250416132391 0.127982357515425 0 0.0859150847409431 0.0884776926992794 0.136617439361956 0.130984251152335
"phygad_ethsyr" 0.10127646068523 0.0714828698118962 0.131833448620304 0.0922362411517491 0.0675796896571852 0.107910698688709 0.0787504637625934 0.0929821878493686 0.0779914186957538 0.0824779007971691 0.0829477159033998 0.0646519893584153 0.0825681538520557 0.0725988640889157 0.0897372136608535 0.115055109253613 0.0945534576677484 0.0718075746323489 0.0905277014877737 0.135151778571447 0.104224151554501 0.0822776875830411 0.132997896705067 0.111572486408802 0.137055482542049 0.146143136455259 0.140343252063862 0.116088420582545 0.114254727064114 0.138734322128618 0.112183016429096 0.0926829029873563 0.129151134024938 0.101437047777559 0.105063455093081 0.0867339202585814 0.0828534758038931 0.103205576915224 0.103193761673581 0.0701708745326347 0.0622426366644832 0.0803502579636456 0.0819599663720401 0.111917882206526 0.114253068760667 0.0932081919802493 0.0995926255957297 0.092650477443066 0.0859150847409431 0 0.0734240525554925 0.0958308919980961 0.0586677362247671
