"phygad_aclfla" "phygad_ampsp1" "phygad_batcla" "phygad_certae" "phygad_chapro" "phygad_cresp4" "phygad_enclae" "phygad_glypro" "phygad_locpim" "phygad_masaci" "phygad_medaff" "phygad_megluc" "phygad_ortsp3" "phygad_physub" "phygad_plamon" "phygad_pollam" "phygad_stibro" "phygad_sulsp2" "phygad_themic" "phygad_tripim" "phygad_trofal" "phygad_xipsp1" "phygad_anumin" "phygad_brabra" "phygad_bratem" "phygad_epeano" "phygad_forbid" "phygad_gracil" "phygad_hyphex" "phygad_oeccus" "phygad_plehun" "phygad_rhasig" "phygad_stigag" "phygad_trazon" "phygad_vesmaj" "phygad_uchmar" "phygad_amypul" "phygad_apotru" "phygad_diapro" "phygad_endsub" "phygad_eudsp." "phygad_gabdes" "phygad_gnoten" "phygad_hembip" "phygad_isdlyc" "phygad_parfas" "phygad_retsp." "phygad_stidec" "phygad_teldec" "phygad_acrnig" "phygad_agaswe" "phygad_atrbic" "phygad_dialav" "phygad_diccra" "phygad_ethsyr" "phygad_lysman" "phygad_meslae" "phygad_xenbit" "fossil_fossil"
"phygad_anumin" 0.0954316660604029 0.15320690840709 0.171041873529281 0.141047005962623 0.101340059421164 0.106147990619096 0.104303701159994 0.16021425888855 0.138422042889903 0.155797363062718 0.17265574052369 0.133682584886411 0.143248067474955 0.134211183849513 0.127412558971581 0.0784551115543505 0.0848168029527301 0.132974862775479 0.141939564292835 0.141182231497938 0.184241911700896 0.139614480490092 0 0.170765651509584 0.101667223942796 0.113240968811957 0.18118455744167 0.139442254089068 0.162054917940065 0.151936418489269 0.103405681624673 0.122953695638543 0.138823666558846 0.134336136011823 0.117193444218193 0.145662612338868 0.159325570010559 0.122243198404594 0.0957612366739051 0.136386602468683 0.0986566306880297 0.13240921747585 0.120839018687406 0.112170912637648 0.106280269304853 0.160208321256654 0.104239143408661 0.11201237057737 0.148157113802917 0.141293668302907 0.127799382634883 0.141521621227904 0.102127127513849 0.148374419413157 0.122280851053997 0.0948203631842898 0.153761862877373 0.124430085260016 0.162482459932203
"phygad_brabra" 0.114069697004497 0.0614404564213245 0.141364880930498 0.099041144789179 0.105202916272559 0.14769766749777 0.121655568723252 0.0837687395108086 0.0952270066855449 0.0805454488892579 0.0592037611599036 0.0760277161673027 0.0893560354944358 0.0818732666922282 0.105314931269326 0.164186462961761 0.14258846118472 0.0832173816575922 0.0891332338465291 0.145844198781614 0.0767371060001173 0.0888630308659753 0.170765651509584 0 0.135289967545529 0.0983936888976131 0.133494337067744 0.116708286923962 0.101858463383639 0.105699698419977 0.109123917136579 0.101818782106421 0.122980320077572 0.11403783332279 0.129994240942081 0.117089072026872 0.107705531997416 0.0922367166452924 0.131040518640391 0.0755697911774081 0.100858873287479 0.14502596051275 0.105684347252585 0.119756303312737 0.122868717904405 0.136581778766535 0.145656214671221 0.0839674290578635 0.133575016163558 0.117106140466 0.129754817911486 0.119223744658272 0.117834238776891 0.0946361907505348 0.078469931199737 0.109648979927331 0.126160267339734 0.112642726357297 0.147476424915762
"phygad_bratem" 0.0860324507297847 0.105782369765402 0.107199669172594 0.0923302872059641 0.0819591164725205 0.108272064090654 0.0658929691542158 0.126801667450552 0.13052531354806 0.124352372568326 0.134122469583343 0.0953595483799579 0.0978695038067624 0.106679033451682 0.0829369777218481 0.120474060927888 0.0798233721723724 0.0886340877137633 0.102293134919985 0.110363831190227 0.140070059360839 0.105715748592678 0.101667223942796 0.135289967545529 0 0.06528252828401 0.108727909405198 0.133223615486231 0.141376707449516 0.103165351639213 0.0865241385360902 0.0907429996730112 0.106606289110683 0.0894859721059668 0.0682259066172099 0.0940425560343686 0.0997727678080368 0.0785021713252328 0.118956552460522 0.0993427426982509 0.0769156784258553 0.0654447593149298 0.0733163857073577 0.125016032627963 0.0802226284261892 0.116597318859769 0.0693344822553152 0.0827589838223757 0.101870393781215 0.0949545959906256 0.115103151464419 0.0876071536660144 0.0664899129335595 0.144894435858596 0.0895175709799196 0.0919873153842953 0.100612842361774 0.0861035453452078 0.136344132139772
"phygad_epeano" 0.0658458341540737 0.0761465925704174 0.112891366179708 0.0559370225617531 0.056981725149086 0.100796468348389 0.0514555465678051 0.110921340618904 0.106185256882264 0.0952989447114943 0.0964651825267247 0.05483745941305 0.0608957694671426 0.0752525904448116 0.0627192778509466 0.124901338833466 0.0764166310746069 0.0658255738726136 0.0761827586694547 0.104884901506655 0.109737169296468 0.0657969216720036 0.113240968811957 0.0983936888976131 0.06528252828401 0 0.107749169184634 0.110647276023509 0.118101211017947 0.0725120149925475 0.0518223797906789 0.0707079442415197 0.0923021219069757 0.0777868398390526 0.0707113266030411 0.0796486041000411 0.0862957229625018 0.0533844505251112 0.0978356052260024 0.0794298923598252 0.0596476561429644 0.0860464796260045 0.0618638373634744 0.0986271273345084 0.0703327842274853 0.105417136854147 0.0767532865148731 0.0505885543534101 0.0983478174585391 0.0754548312549257 0.0906220460433891 0.0752245751746309 0.0652307799555333 0.114576594084321 0.0667983657555251 0.0732806933019244 0.093094857471313 0.0847665879992369 0.130591102880159
"phygad_forbid" 0.134457764472356 0.109722697735824 0.0832669916098931 0.092859805657203 0.127391020314564 0.161675491916152 0.111204907751076 0.150897069273451 0.162954458377936 0.14473767760039 0.127751087478375 0.111423101472545 0.114730736385024 0.127332600805665 0.104602368141885 0.19200222358846 0.151313244693875 0.101806737055723 0.0944165400167913 0.101853389274233 0.104400320085017 0.118482419366018 0.18118455744167 0.133494337067744 0.108727909405198 0.107749169184634 0 0.167860095457073 0.149500134066416 0.102144809956572 0.125221684392475 0.128259608173379 0.11267502814317 0.107484138362575 0.0880463941059183 0.0944882082933333 0.0693353195857926 0.10292896719497 0.176248480465102 0.118993160391198 0.140853582470327 0.0843839743160104 0.0859228269557659 0.182140493034995 0.121062921679729 0.0954514058603112 0.12338240272275 0.114090094995266 0.097965463666864 0.0938334737894615 0.127675811662904 0.104646238629006 0.107246994707618 0.172192148710522 0.137222724831365 0.143782197838889 0.112306840044326 0.147823295193461 0.161056753836766
"phygad_gracil" 0.124595505078046 0.125097797709782 0.185205464567994 0.12793980880394 0.121085296284389 0.167611327719756 0.0996750396389255 0.115171390213586 0.100588803426167 0.114275035325934 0.124158069387387 0.0939037953307004 0.131341643654664 0.114580838687688 0.13612460914432 0.119250189946288 0.145836931312474 0.0997391363452533 0.128445097163173 0.171896117379179 0.153156570050029 0.115885262181438 0.139442254089068 0.116708286923962 0.133223615486231 0.110647276023509 0.167860095457073 0 0.119911814995906 0.148556958683808 0.125041910233072 0.0808203303383521 0.11988077404177 0.10158460906772 0.127577347074173 0.127812451809814 0.136589095726185 0.104864365549446 0.132293502869319 0.108860426265859 0.097142222967973 0.147040243197297 0.130439322786509 0.104682742080096 0.117909844317757 0.145953930576192 0.151360572330375 0.0940363738631518 0.152183193077659 0.128910251794093 0.157259897655314 0.154630124187748 0.11184650252983 0.117882213898241 0.101823066195808 0.0930231544457954 0.163194903603029 0.119824639666406 0.11857411409455
"phygad_hyphex" 0.129902069356196 0.111369450991181 0.174529528720624 0.132271619262939 0.107822661580869 0.147407036451784 0.128825432502095 0.132121077816781 0.104365566914237 0.128486989455463 0.117615942676856 0.111791593813422 0.135873927416257 0.11812633421931 0.140770749730858 0.147781713354082 0.141764868798206 0.0958360809535395 0.122459776801328 0.151331202136212 0.109649521976102 0.123187156129477 0.162054917940065 0.101858463383639 0.141376707449516 0.118101211017947 0.149500134066416 0.119911814995906 0 0.155534625136383 0.127611607110076 0.12777675614619 0.138997536053372 0.12757620830403 0.131911541316255 0.151989854552294 0.129568102724975 0.115384084985999 0.13483425274945 0.115633753206678 0.117861986406231 0.155881495989884 0.118421987851607 0.136833869486318 0.136592263577683 0.143583517114711 0.143395601146063 0.108200227801597 0.154742804486572 0.146377326188537 0.145649081808005 0.15695462017194 0.122730540444073 0.11006378095164 0.098867407682019 0.111649128390027 0.149616926772633 0.132016243178293 0.145590876209741
"phygad_oeccus" 0.0936554586248033 0.0745941911484913 0.0980981516907362 0.0543664678081853 0.0881734569798161 0.116298320054102 0.0951876439790739 0.11511917732676 0.133859245622686 0.0977938293388459 0.0933281501201741 0.0660007885041754 0.0488755232680892 0.0738130411415418 0.0532736700453535 0.16390060066152 0.11016641154517 0.0884563810457937 0.0705121847742619 0.0967909917023326 0.108214081765856 0.0689234684539833 0.151936418489269 0.105699698419977 0.103165351639213 0.0725120149925475 0.102144809956572 0.148556958683808 0.155534625136383 0 0.0763815734091174 0.104260543922625 0.116176736419604 0.102497537794854 0.0988856103710994 0.0863420994968246 0.0763297779064145 0.0788442716568641 0.128267880054708 0.0819989827750739 0.0973573273723233 0.100123338032326 0.0745814923649948 0.125028309359576 0.086960892650819 0.118658382358901 0.116734727948994 0.0821691154587854 0.109600608065456 0.0723456717717397 0.0768418619203588 0.0588928959023394 0.0967727407063192 0.136382088629112 0.105196667916501 0.116013829767834 0.094133376509386 0.115206542376407 0.1602561454459
"phygad_plehun" 0.0671217011838777 0.0905172244484554 0.125861134118065 0.0633492735265951 0.0468123802247743 0.0899839930521922 0.0714023542005506 0.116292919834173 0.119584940113637 0.104820896544017 0.100147652782271 0.064273030152424 0.0688605397060216 0.0683187175755664 0.0684924481385865 0.119458033592755 0.0666247097088655 0.0799334340750808 0.0839599735931103 0.102831658791291 0.120635245743923 0.0737748174063109 0.103405681624673 0.109123917136579 0.0865241385360902 0.0518223797906789 0.125221684392475 0.125041910233072 0.127611607110076 0.0763815734091174 0 0.092796688954678 0.103318041216111 0.0954116382157578 0.0874826119541273 0.100874351908241 0.10386736379998 0.0660808498632032 0.0910159951384981 0.0908916630731359 0.0624090002294967 0.107490991774753 0.068642850864251 0.1009021097231 0.0734185006263366 0.113711912257184 0.0874105330232152 0.068354302958134 0.114501013115036 0.0859763031082327 0.0774978418669463 0.0869897055547476 0.0744916591751053 0.107881154427978 0.0864761111381527 0.0736752858763962 0.102125009462674 0.107157439674697 0.14340293381284
"phygad_rhasig" 0.0887132164489833 0.0892008317385311 0.131577767009525 0.0872905361655662 0.0901197706688831 0.137871371346165 0.0626402301146359 0.111509806688462 0.0905391970468356 0.101223535894248 0.100224119392179 0.0651947633181386 0.0968433948801849 0.0971261447454136 0.0907518594413978 0.120619063099284 0.117919929802327 0.081092375183737 0.0936128214149617 0.136417121943384 0.121497026540928 0.0807922660351858 0.122953695638543 0.101818782106421 0.0907429996730112 0.0707079442415197 0.128259608173379 0.0808203303383521 0.12777675614619 0.104260543922625 0.092796688954678 0 0.0896689846450604 0.0741961378269188 0.0917787925047211 0.0862805091050434 0.0971560587489352 0.0697756372810854 0.119212420805994 0.0754723656647912 0.0745462499166691 0.103721713263419 0.096461890017322 0.097050510372522 0.0880524966235905 0.117558419107597 0.112954934816581 0.0621832583684555 0.106892600676398 0.0883064773062789 0.121637598451069 0.0999137777239926 0.0859416514526029 0.120974575034917 0.0743714030277858 0.0788476011843389 0.119357266286426 0.0848023334149739 0.125888784303534
"phygad_stigag" 0.0909038233816957 0.102569796566937 0.12343312722142 0.085331334045568 0.101580768871172 0.154129896067411 0.0818843237460735 0.146705769922778 0.132817290384579 0.149895730572858 0.10635887052811 0.0858700113999145 0.103854344370923 0.114122460072204 0.111812323579577 0.145435344271581 0.1269400231776 0.102587347931309 0.0869679927815817 0.139705099465163 0.124561345581633 0.112248770306998 0.138823666558846 0.122980320077572 0.106606289110683 0.0923021219069757 0.11267502814317 0.11988077404177 0.138997536053372 0.116176736419604 0.103318041216111 0.0896689846450604 0 0.11623366354726 0.0893805412388623 0.0776834766656604 0.10557482998897 0.0790974677142561 0.13492388786172 0.110416602175971 0.11360369037486 0.103998258062831 0.0933944886563685 0.131688869541725 0.121940452670396 0.10886028055291 0.109326626987458 0.0891371833751469 0.123199677696651 0.104591539179892 0.127696105120585 0.101682802998741 0.101356973505681 0.140130191172076 0.102687171612835 0.101640724866435 0.104869090253661 0.112655484846136 0.125452932057306
"phygad_trazon" 0.120640964424858 0.105926133902349 0.13557091212843 0.0849336657896854 0.102256362243107 0.141265070843276 0.0687610088076181 0.110449352790792 0.114255449975893 0.0986567466658124 0.118763383734355 0.0802718827826161 0.106863781638623 0.0997070273343547 0.0829428076280471 0.134268765412081 0.123679939936246 0.0605867886080339 0.104883223278849 0.107365372272924 0.122656160207193 0.0861337194427748 0.134336136011823 0.11403783332279 0.0894859721059668 0.0777868398390526 0.107484138362575 0.10158460906772 0.12757620830403 0.102497537794854 0.0954116382157578 0.0741961378269188 0.11623366354726 0 0.0802062054563563 0.100616864527668 0.0842988748511733 0.0805836643086938 0.14023052773455 0.0853361392134607 0.0876601862023104 0.0964005272744051 0.0963334301492222 0.128658139460725 0.0738965892600762 0.0996366908603007 0.118698912746066 0.0799908447070121 0.0915722751746876 0.0703725468750456 0.122348785498992 0.120354539027679 0.068988578018637 0.132242987227363 0.106264878798437 0.0912718761530642 0.136825793155364 0.125703025739138 0.129881948095408
"phygad_vesmaj" 0.0888195094015804 0.10989606384464 0.104546719747878 0.0806601267101986 0.0856659978679219 0.12420167286711 0.0569373390062038 0.141329790378451 0.126895231378157 0.124168385608167 0.125899934350627 0.0889335289531435 0.0955300750616701 0.108133768510892 0.0819758770162298 0.134513577002398 0.100163793574869 0.0809106266591979 0.0794747535513446 0.0855476562916212 0.120328364280277 0.104400056316855 0.117193444218193 0.129994240942081 0.0682259066172099 0.0707113266030411 0.0880463941059183 0.127577347074173 0.131911541316255 0.0988856103710994 0.0874826119541273 0.0917787925047211 0.0893805412388623 0.0802062054563563 0 0.0641650314304889 0.0859991383792438 0.0655938247726542 0.132531743990024 0.100204737877647 0.0939649917808987 0.0543007200852937 0.0604569125773885 0.139565096447235 0.0789444462645762 0.0809307605534662 0.0715986049752749 0.0728100805959041 0.0671754800147105 0.0701211841314051 0.100681532232262 0.0972219113277296 0.0488063000112501 0.150355453069462 0.105155834708612 0.0953561138576972 0.118131624867818 0.10995279324595 0.136575103790671
"phygad_uchmar" 0.0905126167265166 0.0983270012468601 0.0941024005816167 0.0767549788066473 0.100210529797108 0.145073902500389 0.0722926809152285 0.135307600502692 0.129689290324201 0.118773844032879 0.108689803915798 0.0810661002621918 0.082338825089736 0.103259334057168 0.0873560044541105 0.152099471977385 0.12083630996016 0.0917388749283869 0.0622735544809391 0.1144756796827 0.116529618668634 0.103978789477906 0.145662612338868 0.117089072026872 0.0940425560343686 0.0796486041000411 0.0944882082933333 0.127812451809814 0.151989854552294 0.0863420994968246 0.100874351908241 0.0862805091050434 0.0776834766656604 0.100616864527668 0.0641650314304889 0 0.0873182461334424 0.0707447138857018 0.140313402651637 0.0988432187289453 0.102313062816111 0.0712905632742755 0.0726636092662422 0.139312320347996 0.102449108234685 0.0915759015334531 0.0953959225903311 0.0770062240524529 0.081003812866641 0.0752268986410351 0.114989166246236 0.0825037334191267 0.0783436448160802 0.14819801844521 0.103496492515308 0.108809420597439 0.111670513873928 0.104943024319104 0.138953970072114
"phygad_amypul" 0.107086745317257 0.0780416857458866 0.0848919235950736 0.0753569978669868 0.102092246329845 0.133480064653814 0.0931476087923475 0.121195636816527 0.118065647981262 0.106401253012331 0.0929090591002308 0.0769658138873757 0.0884698426134258 0.0946433090449667 0.0667391902287054 0.166714028504022 0.134896094740086 0.0738470833421746 0.0761917533592306 0.0933248350613152 0.0842222934757956 0.0731801483516395 0.159325570010559 0.107705531997416 0.0997727678080368 0.0862957229625018 0.0693353195857926 0.136589095726185 0.129568102724975 0.0763297779064145 0.10386736379998 0.0971560587489352 0.10557482998897 0.0842988748511733 0.0859991383792438 0.0873182461334424 0 0.0774535198230532 0.145771871403575 0.0753016611498859 0.111502776232832 0.0838875956723676 0.0729595496330007 0.138081337036391 0.0887786268913735 0.10483096638667 0.125218093217484 0.0871659170449051 0.0940407092021363 0.0805471843904453 0.100582147318799 0.087160420549705 0.0931180443335469 0.142595115758985 0.105507936909656 0.117162693458484 0.104318726245414 0.117228126680545 0.150647075481086
"phygad_apotru" 0.0689641848818241 0.0744989225382207 0.106179183019695 0.056544092189816 0.0649066856601535 0.113060932441472 0.055569530542597 0.107674258262589 0.0959422606867291 0.0941856600537289 0.0801030705941833 0.0524715272131057 0.0633816908233595 0.075561763659389 0.0637856432737772 0.127708192030528 0.0926990026260012 0.061251716522372 0.061894575397436 0.103586946857606 0.0953715207783062 0.0712958211397615 0.122243198404594 0.0922367166452924 0.0785021713252328 0.0533844505251112 0.10292896719497 0.104864365549446 0.115384084985999 0.0788442716568641 0.0660808498632032 0.0697756372810854 0.0790974677142561 0.0805836643086938 0.0655938247726542 0.0707447138857018 0.0774535198230532 0 0.105577844954004 0.067039309839104 0.0669743366661577 0.0824657248957772 0.0531475238295982 0.100966095796635 0.074470008039787 0.0931925417842316 0.0912580306803331 0.0519400611870581 0.0891443805608347 0.0764338226737684 0.0937666401005298 0.0851718981638918 0.0646992921510577 0.113616154020213 0.0672248749843263 0.0731552911202956 0.101630488746469 0.0865988063266705 0.129928797957496
"phygad_diapro" 0.0741442375320766 0.119542179538043 0.169559046160921 0.120114228422403 0.0785394777549621 0.0713830312905078 0.109228005612437 0.124104631179815 0.100833333153426 0.12260102490663 0.137417381963319 0.106408431991766 0.104408418020088 0.0970853800186451 0.111845555914405 0.0997693137992734 0.0821959630294398 0.111088613741319 0.119680150103251 0.139208710044195 0.153082894389639 0.109904445713257 0.0957612366739051 0.131040518640391 0.118956552460522 0.0978356052260024 0.176248480465102 0.132293502869319 0.13483425274945 0.128267880054708 0.0910159951384981 0.119212420805994 0.13492388786172 0.14023052773455 0.132531743990024 0.140313402651637 0.145771871403575 0.105577844954004 0 0.112270389693063 0.0873218855769923 0.145039002333621 0.10852597247851 0.0630076512502526 0.102860073811988 0.17090219814468 0.120698563284545 0.0912192122478436 0.161448854617252 0.144207341026137 0.10836690672827 0.124865529659521 0.112732270453585 0.107983399353376 0.086537589504128 0.0912947252297879 0.132325405377326 0.100889025052573 0.162147712540228
"phygad_endsub" 0.0913215899957223 0.0553103044540291 0.117584732697402 0.0832039183760485 0.0855646507460098 0.117291427717103 0.0926216946818833 0.0748179915954781 0.0796690278291866 0.0738107441176559 0.07543495840113 0.0604564024189079 0.0728236501032979 0.064160356822304 0.0698321703283601 0.136259779729243 0.118493485120214 0.0658094329373148 0.0783468533024938 0.115860987217575 0.0935823330714363 0.0622559606522318 0.136386602468683 0.0755697911774081 0.0993427426982509 0.0794298923598252 0.118993160391198 0.108860426265859 0.115633753206678 0.0819989827750739 0.0908916630731359 0.0754723656647912 0.110416602175971 0.0853361392134607 0.100204737877647 0.0988432187289453 0.0753016611498859 0.067039309839104 0.112270389693063 0 0.0805018771234084 0.111265918174905 0.0809251493174011 0.095609689560308 0.0769475567766314 0.126365069137708 0.124439469486941 0.0672730961832967 0.113620112057245 0.093120390374771 0.101413552163682 0.092954984222624 0.0889183344382969 0.110308946380749 0.0700439190247358 0.0936679212708749 0.109283741639461 0.0850795337959221 0.139493866998754
"phygad_eudsp." 0.0759449546406037 0.0898543899239354 0.139069549040975 0.088304072052608 0.0585084721672606 0.101305904012105 0.0684447678621372 0.094405616745304 0.0964793286995292 0.0839184233957374 0.104928936296127 0.0687382303186427 0.0813165613987551 0.0728846896558457 0.0829220454088847 0.0959049922570182 0.0740819753258009 0.0712244737158083 0.0913556798811562 0.124678000275035 0.128800637668317 0.0864675070501774 0.0986566306880297 0.100858873287479 0.0769156784258553 0.0596476561429644 0.140853582470327 0.097142222967973 0.117861986406231 0.0973573273723233 0.0624090002294967 0.0745462499166691 0.11360369037486 0.0876601862023104 0.0939649917808987 0.102313062816111 0.111502776232832 0.0669743366661577 0.0873218855769923 0.0805018771234084 0 0.10625626334476 0.0800165989192416 0.0801183750311174 0.0791608511293369 0.122654213182699 0.0916525190070757 0.0631072787363733 0.116362476400843 0.0960292521270295 0.108818623231964 0.100489671986516 0.0709265731132936 0.0956290396566865 0.0622408432386959 0.063125767766551 0.117529936054934 0.0806713501370322 0.131840979228771
"phygad_gabdes" 0.100226865473709 0.116259380879352 0.0883493600679505 0.0942709525195781 0.104077972560739 0.131468433249331 0.0726526682960313 0.148615788033982 0.141782197217987 0.132048904412051 0.137313545602723 0.106345739700763 0.105213976900435 0.123502581062521 0.0828095455014546 0.149677466999497 0.11446895989272 0.0969694353785403 0.0912809068740939 0.0948459526489625 0.128973770403888 0.117182697076303 0.13240921747585 0.14502596051275 0.0654447593149298 0.0860464796260045 0.0843839743160104 0.147040243197297 0.155881495989884 0.100123338032326 0.107490991774753 0.103721713263419 0.103998258062831 0.0964005272744051 0.0543007200852937 0.0712905632742755 0.0838875956723676 0.0824657248957772 0.145039002333621 0.111265918174905 0.10625626334476 0 0.0727054355283206 0.148459166381845 0.0909672908114578 0.099027328999659 0.0902702821444924 0.0887703552806761 0.0780416421210739 0.0844738031511172 0.113854086228 0.0907522537038501 0.0695312300749994 0.169471989809251 0.117511824800076 0.116679661966748 0.117683628449362 0.111732685134527 0.158642816453566
"phygad_gnoten" 0.0665790836088433 0.078845551278167 0.0849897333324702 0.0673944926181609 0.0629790134514431 0.0982422378546676 0.0699082168785759 0.116511744790835 0.115769191932498 0.10650347581963 0.0994622713723212 0.0714934107062346 0.0702330796770171 0.0755811653616437 0.0676548842223225 0.13147284047757 0.0843879315919932 0.0689498288681731 0.0532803898842337 0.0816002554258801 0.0972002385195569 0.0848310604580768 0.120839018687406 0.105684347252585 0.0733163857073577 0.0618638373634744 0.0859228269557659 0.130439322786509 0.118421987851607 0.0745814923649948 0.068642850864251 0.096461890017322 0.0933944886563685 0.0963334301492222 0.0604569125773885 0.0726636092662422 0.0729595496330007 0.0531475238295982 0.10852597247851 0.0809251493174011 0.0800165989192416 0.0727054355283206 0 0.120588923794689 0.0784276179181533 0.0914983537415281 0.0756140585428498 0.0648977228701175 0.0875191150256632 0.0803194489990754 0.0786864320617533 0.0719738227308207 0.064179623070467 0.121936691064791 0.0809778774104795 0.0888088387443 0.0862041540805593 0.0968428015589417 0.139987829813196
"phygad_hembip" 0.0867340375693774 0.109852354525569 0.176242807184223 0.117670841746197 0.0931718835958479 0.103563390081296 0.107857776985031 0.108268160177098 0.083285681254869 0.106760426682568 0.120907604754429 0.0930887859047751 0.103161643680773 0.0940172488267239 0.108277079488905 0.105519125373042 0.107131220821365 0.106044126702833 0.121055356715299 0.155766404028654 0.152962993427968 0.0946368953873941 0.112170912637648 0.119756303312737 0.125016032627963 0.0986271273345084 0.182140493034995 0.104682742080096 0.136833869486318 0.125028309359576 0.1009021097231 0.097050510372522 0.131688869541725 0.128658139460725 0.139565096447235 0.139312320347996 0.138081337036391 0.100966095796635 0.0630076512502526 0.095609689560308 0.0801183750311174 0.148459166381845 0.120588923794689 0 0.100928939319266 0.174713151686599 0.141981517349362 0.0868510767254602 0.164805612029571 0.138801756246894 0.119120185847819 0.124712297196006 0.119166503554852 0.10677695645854 0.0803490718494211 0.0888048692190618 0.139650050757711 0.0909381195579266 0.156805688550345
"phygad_isdlyc" 0.0859689700113829 0.103174395659927 0.127217201843127 0.0838883689920579 0.0784018189277546 0.0884012153333551 0.0702361568536847 0.106268358179198 0.104271299468205 0.0912784629272675 0.12097535798562 0.0791038010908542 0.0830834923225353 0.0798912965488087 0.0559932631151314 0.122683500463926 0.0925337906034468 0.0724412478498885 0.0962034127136242 0.0888504385756989 0.131694728627924 0.0730442832720087 0.106280269304853 0.122868717904405 0.0802226284261892 0.0703327842274853 0.121062921679729 0.117909844317757 0.136592263577683 0.086960892650819 0.0734185006263366 0.0880524966235905 0.121940452670396 0.0738965892600762 0.0789444462645762 0.102449108234685 0.0887786268913735 0.074470008039787 0.102860073811988 0.0769475567766314 0.0791608511293369 0.0909672908114578 0.0784276179181533 0.100928939319266 0 0.12786426183555 0.110534443427273 0.0671299809551118 0.106039485561959 0.0830422293867044 0.0811525495975824 0.0976995730404236 0.0648389351056409 0.131688719239538 0.0971932658288341 0.0825014288330359 0.122501912333534 0.104790766916504 0.152538724341386
"phygad_parfas" 0.130039994516519 0.120605069152205 0.117462826047561 0.0997335675983673 0.114311107379702 0.169463101698981 0.0927222698060769 0.159463367320248 0.161200916337049 0.146228616619307 0.126610156599129 0.10951937341531 0.127367578862836 0.129857396094255 0.117281948029178 0.160698264923373 0.134043317565575 0.100493794150916 0.0915354831337919 0.106831612865021 0.117636989669878 0.132224405680188 0.160208321256654 0.136581778766535 0.116597318859769 0.105417136854147 0.0954514058603112 0.145953930576192 0.143583517114711 0.118658382358901 0.113711912257184 0.117558419107597 0.10886028055291 0.0996366908603007 0.0809307605534662 0.0915759015334531 0.10483096638667 0.0931925417842316 0.17090219814468 0.126365069137708 0.122654213182699 0.099027328999659 0.0914983537415281 0.174713151686599 0.12786426183555 0 0.103689206974111 0.107950037453728 0.0727250072066201 0.0750867183844792 0.13041801869778 0.126263558424334 0.0850954409558431 0.151437841418323 0.133441883745277 0.118406341368954 0.139518785436274 0.1562027163262 0.143152332418502
"phygad_retsp." 0.0858380040719955 0.120890002765431 0.12010599397749 0.102989930432514 0.0801608703463041 0.113147279549255 0.0808800114059735 0.154558716344083 0.147927811465782 0.144976503238278 0.143875008538521 0.110211824804977 0.110855507723468 0.117886097115556 0.108718870506273 0.120763506798314 0.0697399006079607 0.108682967031014 0.0973396630801064 0.110396941321419 0.142361156036892 0.128039311288337 0.104239143408661 0.145656214671221 0.0693344822553152 0.0767532865148731 0.12338240272275 0.151360572330375 0.143395601146063 0.116734727948994 0.0874105330232152 0.112954934816581 0.109326626987458 0.118698912746066 0.0715986049752749 0.0953959225903311 0.125218093217484 0.0912580306803331 0.120698563284545 0.124439469486941 0.0916525190070757 0.0902702821444924 0.0756140585428498 0.141981517349362 0.110534443427273 0.103689206974111 0 0.0969297634665809 0.0997969149064186 0.107019862195377 0.114736280944902 0.103478857017824 0.0784693440263346 0.144927074491795 0.104643701396788 0.103480434191233 0.115378531053442 0.106974608591521 0.144456902565412
"phygad_stidec" 0.0615201527216379 0.0723590620519339 0.121022925125629 0.0689978859791772 0.0619765345118588 0.10455727125417 0.0576226231777753 0.100461435361485 0.0833541411703192 0.0853695099198366 0.0912091682062563 0.0519985330525396 0.0663741207341095 0.0743366361390844 0.0663827958504284 0.118767521176998 0.0911527628424042 0.0605643085897583 0.0662638949557478 0.102877349650243 0.101160204822085 0.0710964795015818 0.11201237057737 0.0839674290578635 0.0827589838223757 0.0505885543534101 0.114090094995266 0.0940363738631518 0.108200227801597 0.0821691154587854 0.068354302958134 0.0621832583684555 0.0891371833751469 0.0799908447070121 0.0728100805959041 0.0770062240524529 0.0871659170449051 0.0519400611870581 0.0912192122478436 0.0672730961832967 0.0631072787363733 0.0887703552806761 0.0648977228701175 0.0868510767254602 0.0671299809551118 0.107950037453728 0.0969297634665809 0 0.0979215491734368 0.072664197473261 0.0833501969573098 0.0840103585823627 0.0571867069165491 0.11161914018213 0.0637015634215701 0.0687344858684823 0.107922021621915 0.0817556934640542 0.132751656584077
