"crypti_acotar" "crypti_crapet" "crypti_cubdis" "crypti_demcor" "crypti_echrel" "crypti_javsp." "crypti_litnoh" "crypti_manbak" "crypti_notinc" "crypti_oretsu" "crypti_parple" "crypti_plasp." "crypti_pledig" "crypti_polpal" "crypti_stopic" "phygad_anumin" "phygad_brabra" "phygad_bratem" "phygad_epeano" "phygad_forbid" "phygad_gracil" "phygad_hyphex" "phygad_lislae" "phygad_oeccus" "phygad_plehun" "phygad_rhasig" "crypti_rhequa" "phygad_stigag" "phygad_trazon" "phygad_vesmaj" "crypti_apopra" "crypti_apshir" "crypti_artfor" "ateleu_atetsi" "crypti_bicver" "crypti_coeful" "crypti_crespi" "crypti_cryban" "crypti_dicsp." "crypti_melsp." "crypti_necsp." "crypti_odospi" "crypti_parsap" "crypti_picmel" "crypti_steaxi" "crypti_steins" "crypti_iscinq" "crypti_aptfla" "crypti_agrsp." "crypti_arifug" "crypti_bartex" "crypti_caeshi" "crypti_calhok" "crypti_cercur" "crypti_chlcoe" "crypti_cocnob" "crypti_dipate" "crypti_dotbel" "crypti_gaminc" "crypti_hidnig" "crypti_idiana" "crypti_joprub" "crypti_lamsp." "crypti_leptub" "crypti_meslig" "crypti_picwil" "crypti_pycfre" "crypti_whytri" "crypti_colruf" "crypti_girgyr" "crypti_hemfas" "crypti_lisspa" "crypti_megmon" "crypti_oxybar" "crypti_plebas" "crypti_rhypen" "crypti_schgra" "phygad_uchmar" "phygad_amypul" "phygad_apotru" "phygad_chithy" "phygad_diapro" "phygad_endsub" "phygad_eudsp." "phygad_gabdes" "phygad_gnoten" "phygad_hembip" "phygad_isdlyc" "phygad_liesp." "phygad_odoacu" "phygad_parfas" "phygad_retsp." "phygad_stidec" "phygad_teldec" "phygad_acrnig" "crypti_acrsty" "phygad_agaswe" "phygad_atrbic" "phygad_dialav" "phygad_diccra" "phygad_ethsyr" "phygad_lysman" "phygad_meslae" "crypti_mestra" "crypti_nemfor" "crypti_sphves" "crypti_thrleu" "phygad_xenbit" "meansp_fossil" "ichneu_ambarm" "ichneu_cercor" "ichneu_clythy" "ichneu_comver" "ichneu_cotdir" "ichneu_crauni" "ichneu_ctesch" "ichneu_eccbre" "ichneu_eurtor" "ichneu_goealb" "ichneu_hymnig" "ichneu_ichext" "ichneu_isclut" "ichneu_lisnyc" "ichneu_oedvar" "ichneu_psepra" "phygad_isaini" "phygad_mastru" "phygad_micten" "phygad_neoden" "phygad_thanee" "phygad_zoolar"
"ateleu_atetsi" 0.121245524724875 0.0795146581160245 0.0950047097216089 0.174916026531738 0.126601696368834 0.0813448718429689 0.097867215883184 0.123357782361143 0.167428283798264 0.12132104164385 0.0956708004395784 0.103919386957079 0.0976568170598419 0.109584423251145 0.105483356796931 0.209222201280978 0.148990817308182 0.154219255727458 0.13251432142311 0.112065202684827 0.206532794160186 0.164397846970025 0.122401497639261 0.11514881186751 0.139964103070629 0.161576661325685 0.117827630492996 0.146440001135657 0.159988003969764 0.139131893984614 0.104302790525197 0.0961171368796392 0.0939421683348187 0 0.109340613855294 0.0994172764727982 0.108891861061224 0.121488668312355 0.121430854711884 0.111567267660721 0.108664578374246 0.0860226536502833 0.102731841507903 0.112021225320599 0.100590681397329 0.124410851912087 0.090157374151388 0.135813065001245 0.0969865258983341 0.0845359563147302 0.117877379214771 0.0934615021959829 0.126572536706122 0.132106432252496 0.142629902936584 0.149388264287407 0.122778099297838 0.117025464297091 0.110683813341345 0.113321453105506 0.109459961385306 0.145965769906583 0.131300474802087 0.121170127994052 0.106967603885904 0.156116253674756 0.120613543084927 0.124579871967127 0.123083928670898 0.0934839208589434 0.1752631571439 0.142128530352278 0.121033991772637 0.136242246518296 0.144018732548342 0.137628940888482 0.124733567675376 0.143243195839076 0.109026220496576 0.128018639501892 0.107790827915429 0.188733766114967 0.137096479642314 0.163972781019668 0.128336294391469 0.126821286770421 0.189488996922613 0.155005994086004 0.122518434329095 0.105909186071917 0.138482926854001 0.160059096785492 0.141129752446401 0.139313112613293 0.13494968331111 0.127713814698979 0.131596629461598 0.115774000618047 0.15653729544449 0.187196858134426 0.151001175396343 0.16557583083269 0.117364881483504 0.139407809093183 0.089877479947337 0.135772359748247 0.0786644851851068 0.166579124074662 0.210439648874594 0.135207174877896 0.120039644496057 0.148608029892713 0.136785856398643 0.153908023913745 0.123071046134794 0.117596228864672 0.14552122248207 0.154841640520797 0.170025895396996 0.125820891634834 0.138276282962964 0.118346589075685 0.156678015001421 0.135494648784174 0.101984246494011 0.227952750390713 0.178545374259127 0.166781329321929 0.156167110583908 0.182675175325354 0.162072148995997
"crypti_bicver" 0.0836806909188172 0.0682478990395082 0.082725627461306 0.142013697251899 0.113588874142171 0.0761963960353062 0.0821457244047542 0.111478140908362 0.153593171853194 0.1043756975589 0.0744237975765494 0.0894816192210184 0.0761419632779123 0.076734754796053 0.0928628153968423 0.20731835164869 0.126503876057056 0.150461322114992 0.13828502993325 0.11443275075119 0.185857994743852 0.155017644820765 0.136912554917777 0.121973760870106 0.148827174161799 0.161094354702315 0.0974648130244764 0.142504779114237 0.165469211121846 0.148598548599159 0.108240857127544 0.0924757085413166 0.0874800681884811 0.109340613855294 0 0.0777983056250388 0.0934970265398575 0.0790961364408 0.0944019798534207 0.0896936307382463 0.0828072175712629 0.101771760676429 0.108665541353857 0.0808853675707039 0.0822135883836383 0.126702255565042 0.0902331732576463 0.108673138936241 0.0882749696789977 0.0838625282239238 0.0783347386173552 0.0845361079310534 0.129373512273832 0.116734652724335 0.0988553511659667 0.121921527530426 0.1157363968883 0.0914141338483147 0.0889393910476837 0.097716440728802 0.107460058229734 0.109599101355096 0.0897402373077006 0.090644725942094 0.0706935688618839 0.120784873642586 0.0868848980093186 0.106349554433841 0.0867244740307892 0.0678136336189156 0.137743944750353 0.103594456977521 0.0789464772836436 0.105906252070418 0.114268567938852 0.0952865304633928 0.0972825812606954 0.13533901871829 0.106585368209907 0.120406504838573 0.100652227875122 0.174883724439827 0.120760411005477 0.158023741561142 0.131976625044976 0.117409494025979 0.173614413405222 0.154837165170043 0.107701421154294 0.116787225378269 0.155311451228557 0.168397735712992 0.138671117913048 0.154515960467508 0.153737601548502 0.111582902491192 0.149900369281999 0.121225070898261 0.154132985419742 0.169150689792112 0.132456956831371 0.171319273543466 0.116629918914496 0.089622847668575 0.115035550231227 0.109782399441159 0.100477834613211 0.14193734554537 0.19495536569511 0.133524730820992 0.119899171500102 0.119804427231198 0.135627082010409 0.122386478558784 0.121750292013489 0.0918069460551361 0.134511047997583 0.156991144737797 0.132643697147244 0.118829805780029 0.125188674276332 0.13232482709044 0.157165771218583 0.145860505795367 0.116150543331819 0.209702244354022 0.18769331481785 0.171781102560449 0.148728491931949 0.179029099053455 0.159331041588635
"crypti_coeful" 0.134830121260493 0.0820875824437906 0.117626356896151 0.18302698367721 0.0884770706600517 0.104326833089272 0.0954052798743163 0.107409442327589 0.195311463597592 0.136912026220072 0.0926221230743605 0.103399413937246 0.112982744429708 0.115887394451749 0.0871636154628062 0.207869629530894 0.1636927044344 0.139618118066348 0.142848404246957 0.0951519723208212 0.213004319247677 0.173074003769777 0.116281230536039 0.134240787831999 0.151887710267257 0.175070548876094 0.13554017854132 0.140253009846592 0.172640764354949 0.139425013171476 0.0898218470250526 0.124499046425764 0.0706496155301853 0.0994172764727982 0.0777983056250388 0 0.066134360843397 0.0788915384039814 0.0592519626720926 0.102564361157984 0.0635535415120339 0.0703992035732794 0.0924930975311898 0.0629816070638124 0.0635962105695473 0.117226852491266 0.0739958250080251 0.150129986265569 0.0972725687347031 0.103947515118209 0.0889275152795173 0.0942603173351036 0.0961891710395763 0.0917515233886828 0.0897262216198225 0.0973351880437588 0.108911952874116 0.0952993951181248 0.106949439813107 0.109820859788054 0.109957287192752 0.114429195934831 0.0917275501706163 0.0830115054459177 0.0726434307165137 0.157281432939617 0.124724592898392 0.0918652300866041 0.127711331547006 0.0863859826069743 0.144295432427346 0.158196244191443 0.106985497565283 0.141184741095936 0.147377999616794 0.141098465143956 0.126264781871018 0.138878404088007 0.117263453355119 0.132149910904945 0.115348386876534 0.195259983810916 0.151727189647895 0.16944543427799 0.118999851557969 0.117114818063708 0.204726624600836 0.164725095330154 0.0923368443124113 0.0946143274771089 0.137523606514714 0.14764024030488 0.155778295519826 0.145720303694056 0.151071884323818 0.0977349289871149 0.155449107583268 0.119449125474588 0.15466146642744 0.1907169949553 0.152659391986916 0.178075303521629 0.110034632178436 0.0923563142913724 0.100849078993948 0.120063143034889 0.0944627300831251 0.161570683052335 0.200319909488189 0.167893130442429 0.108546236487286 0.149206808080981 0.147093484549546 0.157812293089199 0.143387499921102 0.118954635892538 0.163485225291903 0.182899302094313 0.13920702153242 0.144862678542036 0.149434785572729 0.140471038785878 0.184044111452455 0.131148198326943 0.145190292229043 0.216778536276698 0.205567149958047 0.161082272732032 0.149802213476773 0.181905775504244 0.160724583664526
"crypti_crespi" 0.152772106935555 0.0851274951913613 0.130804252011532 0.196398612726102 0.0869733887089716 0.110571354352915 0.0906743579202328 0.0916110718253325 0.19559091064812 0.164160726596935 0.115841022361305 0.109682609296285 0.131443993153857 0.117732897217107 0.0818957722874643 0.248133732750657 0.17605546402474 0.175639199780351 0.173304076284146 0.117884388144208 0.229397319877006 0.175127124061099 0.15032362639656 0.167930471424577 0.187724528690753 0.197561215929171 0.141540183253917 0.175172621711265 0.195606278213316 0.17335831265393 0.0684619281311268 0.142549555718846 0.0607707104219468 0.108891861061224 0.0934970265398575 0.066134360843397 0 0.0478935381064582 0.0769246480822468 0.0717124860585839 0.0658934346469989 0.0585461628962528 0.0780313528795824 0.0789233641862051 0.0652572663639839 0.0850576539080435 0.0966747483662219 0.163662301411608 0.104112441040496 0.0950514839915855 0.0700857049556877 0.0956533317561941 0.0895229407500703 0.0939557137755405 0.072449696012022 0.0877404266378334 0.131047550324789 0.0932600493335689 0.106513019337975 0.130910944153932 0.110116227912246 0.105248484087963 0.083854444941862 0.10319835116232 0.0540817161505426 0.166872643141744 0.140664659767181 0.0790070924198731 0.146810638768988 0.0990475458253287 0.140318309597996 0.16614844929843 0.103983197997084 0.164139246112131 0.174707335418609 0.162568425648176 0.140517711996629 0.170085478019806 0.14181745853107 0.163898888466952 0.125206392309558 0.227290593967859 0.175274402032987 0.200120140791538 0.15503090547912 0.154030427716518 0.230865428298484 0.198227804014687 0.1145274157173 0.118042398032503 0.167743247214743 0.187550136333865 0.181993588442469 0.180946109077875 0.183033835980098 0.0984641544370956 0.191527717675706 0.155478380065446 0.188622786923086 0.213135616765461 0.176281295878244 0.203532570817205 0.138009018477956 0.115446233696682 0.110215113599634 0.140256847138305 0.0847350449737252 0.187145197402508 0.21881011610823 0.160217464882457 0.112484581251323 0.16152805480253 0.145508515546409 0.161174571971305 0.170769973154534 0.111135469207715 0.158674346031565 0.171680497213537 0.137396896302853 0.151058503281786 0.150394139280589 0.135384922395529 0.184304209732585 0.11028859583606 0.153032292745076 0.232566170710246 0.231043452991645 0.190804398426021 0.16459780915586 0.208077999043172 0.192255415228605
"crypti_cryban" 0.135075095639907 0.0849992601888492 0.1159405847534 0.179814167722815 0.0831727317334142 0.10821230396965 0.0854049610219402 0.0872135206338218 0.188389575810735 0.151226135413718 0.107427588106628 0.0977913508898895 0.123868460389591 0.100700783663093 0.0862562630719654 0.240769511423074 0.160125858763203 0.172008826412823 0.170478451607439 0.117445148984207 0.216662779677306 0.163531127933986 0.154548742268414 0.167741524979636 0.184435033493922 0.190805614612114 0.128349974656846 0.171559749840677 0.186526694604902 0.170425330041592 0.0770375825665099 0.134528965676519 0.0652205213660473 0.121488668312355 0.0790961364408 0.0788915384039814 0.0478935381064582 0 0.0784695881377328 0.0702398982760943 0.061696166380955 0.080808516853445 0.0836637565607869 0.0748501936797996 0.0719729520515888 0.0931729584996477 0.103138648610566 0.150678024003373 0.101601983763014 0.0990271188878404 0.062358141034973 0.0878297215368837 0.0900622851134718 0.0873394209383025 0.0540293808959505 0.0807492868315212 0.129485828046716 0.0803775032228057 0.10344610030083 0.135634838226465 0.115016335037523 0.0947540446234177 0.0677771295256188 0.091598792627186 0.0494756210630762 0.155224286666956 0.133099967236277 0.0797084837772788 0.138329873128578 0.0912536426224964 0.124543490134564 0.145338274261615 0.0817865206598823 0.155338081313815 0.165855665008091 0.14738311399106 0.131411590664134 0.165992794912112 0.133649717628459 0.157962838790386 0.117620975174013 0.217388908535908 0.162252632592163 0.192655060378753 0.153461989177569 0.15027123542483 0.220899763408798 0.189539245453641 0.113884585067795 0.122343460591534 0.170902828832346 0.189831640440654 0.174524712240718 0.176588557614352 0.183538534015165 0.0927448128563259 0.192262839871211 0.158705223696378 0.182365986735143 0.202523948261779 0.166892945280247 0.196710831489793 0.141061828816624 0.107180472680677 0.119218158163538 0.134878871033779 0.0970206886904191 0.178404749637692 0.212512191286799 0.147767306437682 0.111892172542705 0.15042246745829 0.135145387510675 0.142896747100845 0.159966857483303 0.100145160893049 0.145369882076116 0.155379781162795 0.11489206886136 0.135086429943431 0.135408022879501 0.127580128100862 0.169367551736928 0.112613235244065 0.142756733222787 0.221350569170212 0.224793166699824 0.191241098935302 0.161500739465989 0.205645144152048 0.18787297592849
"crypti_dicsp." 0.147243975735674 0.105344304988887 0.11828079866952 0.184260141969237 0.0842507137304759 0.128400804229758 0.105798287953669 0.0998098451512265 0.209090731973212 0.144402506307329 0.0994727980843057 0.10735705925711 0.131172298231324 0.121268324250885 0.0851211788223409 0.21118819948984 0.179305033370427 0.154213088189978 0.161422876927602 0.112936946289068 0.224139326236348 0.168148197677861 0.135949410699738 0.159884434536093 0.167067737285843 0.192312821669001 0.151970654589354 0.149189793727921 0.18865318681364 0.151921365197737 0.083476278971211 0.14398687626586 0.0762371361673499 0.121430854711884 0.0944019798534207 0.0592519626720926 0.0769246480822468 0.0784695881377328 0 0.122419262385691 0.0456247139304558 0.0845678023554197 0.0881730064273551 0.0378602541440616 0.0787201120257206 0.120610461480879 0.0927009761691124 0.169159031058222 0.114951019121436 0.121662911072556 0.0922390698759782 0.100923667925853 0.089092369311291 0.0888202713971977 0.0773490867774291 0.0897635712086804 0.102374199956664 0.10469449863008 0.123286112583821 0.135522868538684 0.117215148945413 0.120280901473651 0.0742181187542773 0.074260927329098 0.0853162743790958 0.169541537540582 0.132688401547353 0.100878705378456 0.147335732529578 0.0992770029264357 0.1331219705177 0.169905448296169 0.120136398747068 0.157769417397646 0.162042819854222 0.145202994992358 0.12898363984385 0.158573781757706 0.13432739072531 0.149053308417624 0.137819000361679 0.193726619357508 0.165997003080987 0.184204305257796 0.134661754535574 0.127404368872319 0.211284429721029 0.175377962717852 0.126300979815479 0.12034933843296 0.160586060803913 0.159845967052711 0.169272706674182 0.165685095648557 0.177400114874929 0.105350267999881 0.166231725222624 0.142497257456808 0.16760804894972 0.198291705042034 0.16360826179639 0.186315275081543 0.122550945178312 0.0802373477115205 0.112388714759491 0.131990968375807 0.115658013272869 0.172970845455075 0.209304870644098 0.185848133763967 0.117764578389274 0.161476707668088 0.160545355564066 0.170303358464917 0.162254450531819 0.136109564142509 0.186380235466061 0.192875453738333 0.137795853570885 0.161018642305659 0.160729873914509 0.154292002312545 0.192957034747275 0.137319161065146 0.159839816386255 0.200739306010109 0.211935406737801 0.17089847056363 0.151540760542802 0.191385693932729 0.164089275250847
"crypti_melsp." 0.128986408270383 0.0749121065093894 0.1188591987059 0.176292924500849 0.114192189604144 0.0949835273376915 0.0767450268102308 0.106642606484388 0.166247285670404 0.153958351912318 0.116729172318936 0.101550602115595 0.113924889303472 0.0950045771563689 0.103961279298472 0.250391508787992 0.145594611643642 0.182395932209463 0.168147237588225 0.127333800119398 0.208701580484983 0.161806361618719 0.161337741873618 0.160770009405043 0.18427306472452 0.183353064640249 0.109346857516714 0.179144351232339 0.183051249084271 0.179732114108634 0.0878466675705484 0.122472359496862 0.0815182330155573 0.111567267660721 0.0896936307382463 0.102564361157984 0.0717124860585839 0.0702398982760943 0.122419262385691 0 0.103443447931776 0.0837490724068216 0.0985348735717416 0.109578313448897 0.0878463474982978 0.0959654110368605 0.10561800022828 0.129893220968222 0.0953960913149101 0.083336662664922 0.0768979513773081 0.0904850247030258 0.111206409392931 0.107232656835956 0.0948772957415046 0.114411797203664 0.146049965263358 0.0999781219669961 0.099957231167168 0.122386177405089 0.107558123004894 0.105313210557986 0.105179616295029 0.116744166190934 0.0715147290162413 0.147605958694999 0.126224237799578 0.0903301519794163 0.124573214100893 0.0895827898204538 0.132860874009064 0.128778698996907 0.0808038037207058 0.145024775080373 0.164059236247677 0.149268103693995 0.128765719458418 0.171651325622421 0.132978319487798 0.159601238963472 0.113151998567886 0.225755907158084 0.158902052308886 0.190853568690103 0.165817683732606 0.160048461165915 0.216852257965348 0.196309085027158 0.117951579223838 0.124884016956068 0.170148560401699 0.199206940918128 0.174417697591303 0.180574305253219 0.179392876947614 0.101170459228295 0.193873823154869 0.16145537566554 0.19024321417883 0.197654584916552 0.16688862036935 0.198011931570193 0.149126966699313 0.136770772320274 0.13312662490135 0.135689224273069 0.0838333971543072 0.180886720751277 0.213405409577478 0.117235511727428 0.109101329795109 0.141912361879749 0.117124444999013 0.133452973881479 0.148208342385337 0.0802952404950707 0.113945590090957 0.132764089293292 0.128268308925892 0.123468628044888 0.118744927685368 0.110051504362788 0.148855794424638 0.103996654732809 0.12603554675523 0.23653047085745 0.220630239081038 0.196441543825636 0.162574921717292 0.204026289052786 0.196739120708746
"crypti_necsp." 0.138134395796371 0.0980239955169002 0.110297486131427 0.184335387065175 0.0795634518618136 0.112487995260354 0.0994949612448621 0.0976187295307163 0.204858852898926 0.145112067500343 0.0997866479556054 0.104323452611968 0.126632206055587 0.109729117732421 0.0821147942303544 0.224413710545953 0.176164367978324 0.162396730114934 0.164610083425717 0.113179903986781 0.228901159403745 0.174433844538027 0.141686407390731 0.158725851208879 0.175000007253488 0.195643128221111 0.145183959751835 0.164057626061427 0.190881792205025 0.159837283098496 0.0774462376798071 0.131567296788673 0.0649131963139427 0.108664578374246 0.0828072175712629 0.0635535415120339 0.0658934346469989 0.061696166380955 0.0456247139304558 0.103443447931776 0 0.0782139508816411 0.0872760269515365 0.0455414836670144 0.0720705724267941 0.103216446037904 0.0959148684039976 0.163593796377074 0.115639145477503 0.103559319496067 0.0788218029819104 0.093710889209992 0.0956008719858886 0.0979851615556196 0.0788633384384867 0.0890304377990342 0.113200479674865 0.0853995200601768 0.116319754710659 0.138639886590361 0.120828482221924 0.120963676940512 0.070031422013583 0.0807735477800548 0.0679229232017076 0.165067131471742 0.130235970070344 0.0988497407069666 0.142172548586396 0.0950342208481435 0.138977705712473 0.157297979505607 0.109074057326227 0.157522886104248 0.163883706827566 0.146159320561681 0.128328202414726 0.163059021001962 0.133379503329916 0.154268336420462 0.127455357977448 0.203024088464616 0.164716284237468 0.191291995479921 0.141074935292306 0.136687963051481 0.216528893835892 0.180222595820953 0.125664534496923 0.120795139050272 0.170388525267005 0.174139587047651 0.170742179566089 0.170537607555335 0.180769260339716 0.108126400426769 0.17240147466906 0.146104523348045 0.175967129044987 0.211082305727148 0.169333012753336 0.196369229540778 0.129277702406373 0.0927944016316735 0.0921609242661358 0.139346062617062 0.105377588866835 0.1763975478298 0.220229479476024 0.170038681320834 0.116229782944721 0.166406480434979 0.150440050822496 0.156152713951238 0.160866380935618 0.119685673197786 0.171976011302967 0.179238761185548 0.137643856336452 0.14670022863168 0.154931927616511 0.141187167678535 0.189848689226643 0.13021446534184 0.145354668102184 0.22252010015321 0.217982185117016 0.18622499588184 0.157240028295032 0.205281325783864 0.176257804799679
"crypti_odospi" 0.144318156348282 0.0787665771977242 0.118246709796452 0.195957686449879 0.0800214755302043 0.0993927700567114 0.0838975991269557 0.0950421720838353 0.193574364417877 0.15128787776161 0.104415767205297 0.102135814672779 0.117867195963629 0.112463613185849 0.0760789137856168 0.239972263109746 0.174659120594146 0.173069387120196 0.166739969773535 0.10995104710481 0.231106400188131 0.177439457927784 0.133050752254884 0.153565651730583 0.175871843495677 0.192129578534852 0.138948040242644 0.165669061442192 0.187773407861544 0.164987743222144 0.0538460716621595 0.121425796887316 0.0728764754728769 0.0860226536502833 0.101771760676429 0.0703992035732794 0.0585461628962528 0.080808516853445 0.0845678023554197 0.0837490724068216 0.0782139508816411 0 0.0555816881742594 0.0839000581597485 0.0681640266003495 0.0816231231976125 0.0785144460347537 0.159566473719918 0.0951968206544182 0.0790846562854251 0.0961570523058759 0.086682868533488 0.0924090213245878 0.0963550965471493 0.099856331443975 0.107638309843895 0.127079346220144 0.0867342531586467 0.0935080245257126 0.120300446344142 0.103258116975684 0.116808803766953 0.103103497987544 0.109570754886585 0.0763764141506675 0.160887185340687 0.128019276373952 0.0789791950588054 0.14249011754621 0.0950252602157611 0.155790708354874 0.165016407097755 0.107245751140231 0.157426453029733 0.169977987304499 0.157599629706678 0.136246684045714 0.164122655480565 0.129000229109486 0.157957045439665 0.131893805073028 0.220662905952241 0.168803501345799 0.193899284875465 0.146763909811429 0.147721674683589 0.223323853608048 0.189636794474569 0.109732658027458 0.100774777418101 0.157651881916366 0.180636594271612 0.176644268111183 0.168552335492235 0.169792417112211 0.0860667730521225 0.173113546192307 0.144493209199551 0.183594341029367 0.2063872084815 0.174265421764744 0.19769581538691 0.131995679836765 0.124362411981911 0.0959086280822197 0.142373972458484 0.0635945692107033 0.186925394322983 0.217117889584657 0.150202413263952 0.0894254177777459 0.157879321127947 0.135899754654889 0.158797404327878 0.155636671762085 0.107660419795346 0.151981002543093 0.163266905131755 0.138791121930451 0.141373445904435 0.14281249694413 0.116193099124241 0.178858088520526 0.111645665258094 0.132118646075802 0.226176088295636 0.218562191803632 0.177218438178871 0.154145829638978 0.202517054361052 0.179612815474611
"crypti_parsap" 0.140399360794756 0.0906029681825404 0.115750170272958 0.193905530492701 0.087200243740872 0.109001465836438 0.0814410443703957 0.0761648579252829 0.19368033688633 0.144627310291091 0.102883246202982 0.0959165032659671 0.119239105135745 0.108894030014355 0.0845682038928914 0.239412627587955 0.169608967553786 0.178050239877059 0.170912993460893 0.112476481713466 0.225185579644573 0.162188064308541 0.133683129348395 0.158830936600578 0.176557081039266 0.196565935645052 0.142569960272749 0.167347143124387 0.181899450337926 0.164542593955764 0.0491434337475542 0.125227092701691 0.0873620318342386 0.102731841507903 0.108665541353857 0.0924930975311898 0.0780313528795824 0.0836637565607869 0.0881730064273551 0.0985348735717416 0.0872760269515365 0.0555816881742594 0 0.0877228795780405 0.0924096114277923 0.0842859842725716 0.0829352692185207 0.156978805224496 0.0943215601956703 0.0922414299609875 0.096509927356856 0.071392886197483 0.0828422630137624 0.0914302249351089 0.0910207688268468 0.107780067431983 0.128670229534503 0.0912183949106135 0.100206995534286 0.123317989295655 0.102209736115113 0.118536548996464 0.0919078651383142 0.102363557991159 0.0919536866033232 0.158610520391167 0.127595990957906 0.0724174754766062 0.147243286154782 0.09481556685634 0.158414281773447 0.159836431996684 0.107660054577799 0.153433335490872 0.170601715798554 0.153639091989942 0.13593107470769 0.168958834904052 0.129519304767271 0.159604008435523 0.137343587499303 0.216389916879303 0.164778591903107 0.193269978081775 0.152190526052813 0.147510981019887 0.222965215350856 0.187355442752603 0.114398374324485 0.106276656450818 0.157120044666508 0.185267449322279 0.175902287709126 0.170214589705741 0.171139184232311 0.0834388349514087 0.173350751120717 0.157829806335744 0.179428797077856 0.196311024671528 0.174538205764947 0.19464852463131 0.142825148471557 0.119864848050153 0.112544241581316 0.142644889371721 0.0833013203525535 0.192890389274508 0.211949347267422 0.148481049163058 0.0917567006789573 0.156489558752228 0.129872063910855 0.153515069534112 0.15570431104614 0.111380794776431 0.149307234437431 0.153664368400416 0.132443953303598 0.146280270073264 0.135968636664524 0.109416462601322 0.171544643922912 0.115356295400434 0.127592227065115 0.208026302518758 0.212733664359105 0.178733848512782 0.145467141380316 0.193054744864993 0.178418224338463
"crypti_picmel" 0.130018033775542 0.0948783391266075 0.102882901981717 0.165736835337687 0.0917491755974927 0.118641437259701 0.0978555266857595 0.0962391318284839 0.194757686092399 0.129733081089209 0.0847560460480163 0.0888510730725094 0.116688940209415 0.102202894850531 0.083200596549723 0.201125179827799 0.162272606301728 0.145595880104815 0.149051738349047 0.108560159789502 0.208358913804177 0.150094394312615 0.134636891640135 0.150997779093548 0.157247764173727 0.179492070029466 0.135132286348558 0.14167542848323 0.175202917878003 0.144479063825498 0.0793606809011559 0.130255916752411 0.0614029874307829 0.112021225320599 0.0808853675707039 0.0629816070638124 0.0789233641862051 0.0748501936797996 0.0378602541440616 0.109578313448897 0.0455414836670144 0.0839000581597485 0.0877228795780405 0 0.0736568323745488 0.115192150281269 0.0840415507380649 0.150589963319937 0.106636794164144 0.111339162088983 0.0779228610001594 0.0865342116407691 0.0868456675882683 0.0823906590450885 0.0772419220178272 0.0893211784977214 0.0920634124575089 0.101849797997517 0.11624122194447 0.126797675613445 0.109024632940949 0.117577968510422 0.0627944852153461 0.0602222650872338 0.0828071709485613 0.158232224280122 0.119917234770744 0.096626828171544 0.131642377115147 0.086728332429083 0.117556705299394 0.150367213601687 0.109164386151365 0.140128697941637 0.149758309301084 0.12835231185851 0.112502671032059 0.155107490736394 0.121449022647575 0.136453224601282 0.127103430555123 0.180285693521434 0.149185728749335 0.172242233139802 0.129525391595968 0.119852362653261 0.195371322261025 0.163070309350557 0.122207487237357 0.117609392197461 0.154838963739231 0.155709521009203 0.154526140138435 0.158396720650831 0.168341616603924 0.101153229776064 0.154677460552995 0.137837274878062 0.15727315577949 0.185980207400405 0.14913536317059 0.175137462333582 0.118795712800346 0.0772259374635631 0.109523584863295 0.117143870999248 0.109833323492606 0.160687726062892 0.201164876789418 0.168361200233064 0.111041989142712 0.147584782216517 0.144312385835126 0.153036794049968 0.144710275344732 0.121671674874009 0.169287505700809 0.174259117002878 0.127707055133614 0.145680218134174 0.145479347925385 0.139784394387407 0.173240262346967 0.125153114424853 0.145678953233702 0.193870259609022 0.199026121142409 0.163236253376414 0.142068226551699 0.183405791160562 0.156671788673991
